0,451
1,52319
2,11352
3,9708
4,8796
5,9328
6,9258
7,13425
8,12133
9,10741
10,10189
11,9058
12,10079
13,9568
14,9167
15,8677
16,9939
17,13335
18,8867
19,5932
20,9668
21,8937
22,11532
23,10590
24,11312
25,5530
26,8977
27,10681
28,5821
29,9097
30,12604
31,10670
32,9007
33,9307
34,9088
35,12684
36,8496
37,9027
38,1834
39,14006
40,10790
41,9538
42,9528
43,8807
44,1593
45,10430
46,10200
47,15619
48,12324
49,9548
50,9779
51,9498
52,9718
53,10871
54,12404
55,9057
56,9268
57,9648
58,9959
59,9197
60,9138
61,13586
62,9838
63,9839
64,9849
65,9989
66,10560
67,9578
68,18265
69,11572
70,1673
71,34396
72,10570
73,9438
74,9578
75,9308
76,9077
77,9689
78,17012
79,9588
80,8887
81,9268
82,8747
83,12353
84,9198
85,17263
86,10590
87,9338
88,11902
89,10971
90,9138
91,9518
92,8927
93,9338
94,9908
95,6482
96,5831
97,9739
98,8836
99,9208
100,9408
101,8877
102,8957
103,6372
104,6532
105,9097
106,8736
107,9468
108,5550
109,9178
110,9067
111,9979
112,10560
113,9308
114,9007
115,8977
116,9879
117,8757
118,9508
119,25929
120,7495
121,8456
122,10460
123,6512
124,10410
125,9538
126,9659
127,13686
128,9578
129,29837
130,20539
131,10810
132,9268
133,10089
134,14728
135,10049
136,6603
137,9278
138,9999
139,9147
140,5911
141,9187
142,9198
143,9768
144,10280
145,10470
146,6552
147,9699
148,9157
149,6442
150,9148
151,9538
152,9648
153,9609
154,9498
155,9378
156,9257
157,6473
158,9518
159,9147
160,9298
161,10801
162,10960
163,10459
164,6713
165,8877
166,9689
167,9428
168,9698
169,9308
170,9458
171,8917
172,6532
173,9018
174,9367
175,1723
176,9959
177,11121
178,9728
179,8927
180,9127
181,9348
182,9338
183,9167
184,9378
185,9558
186,9558
187,9589
188,9899
189,9758
190,11622
191,12995
192,6593
193,6352
194,21831
195,11512
196,9178
197,8947
198,9117
199,9609
200,6482
201,9097
202,9398
203,9919
204,6513
205,8876
206,9498
207,9438
208,9939
209,9307
210,10310
211,9478
212,6462
213,8877
214,8867
215,6422
216,8827
217,9398
218,9027
219,9378
220,8907
221,8837
222,9759
223,8927
224,9317
225,9108
226,690522
227,47781
228,15510
229,12944
230,12544
231,17704
232,12594
233,12133
234,12424
235,12604
236,12714
237,23996
238,15319
239,12393
240,9579
241,23204
242,16020
243,9609
244,13245
245,12173
246,13255
247,12404
248,12233
249,12304
250,11872
251,12023
252,12183
253,12143
254,12243
255,11892
256,11792
257,12794
258,12264
259,12283
260,12093
261,11873
262,11963
263,11952
264,11913
265,12313
266,12424
267,11983
268,12764
269,12464
270,12103
271,9448
272,12714
273,12414
274,9207
275,12503
276,12053
277,12163
278,12113
279,12794
280,12173
281,12454
282,12263
283,11873
284,12023
285,12063
286,12684
287,11762
288,12674
289,12454
290,11823
291,12223
292,11983
293,12003
294,11782
295,12464
296,12083
297,12253
298,12244
299,9568
300,9899
301,22292
302,14327
303,9689
304,9288
305,24045
306,14989
307,12003
308,9428
309,14918
310,12324
311,13004
312,11953
313,11963
314,11913
315,12303
316,12193
317,5691
318,11863
319,15399
320,11983
321,11662
322,12354
323,9438
324,12513
325,12053
326,12123
327,11952
328,12063
329,9408
330,9238
331,12564
332,12003
333,13255
334,9508
335,12053
336,12043
337,12343
338,12324
339,12253
340,9408
341,11853
342,11872
343,12845
344,12113
345,11822
346,11703
347,11722
348,12283
349,12284
350,11772
351,11913
352,11903
353,11862
354,12584
355,12394
356,12073
357,12053
358,9458
359,11802
360,12224
361,8666
362,15900
363,12574
364,12274
365,13826
366,9458
367,11692
368,11853
369,11812
370,12304
371,12734
372,11712
373,11923
374,11973
375,11672
376,10821
377,9157
378,23515
379,14167
380,17533
381,9498
382,9327
383,21241
384,10750
385,9538
386,23134
387,14468
388,9588
389,9308
390,21000
391,14548
392,12443
393,12174
394,12373
395,9448
396,9248
397,22793
398,14528
399,12233
400,12103
401,12053
402,12494
403,12283
404,9589
405,11982
406,39876
407,21391
408,13957
409,12864
410,13536
411,12223
412,9759
413,12223
414,12574
415,9678
416,23425
417,14317
418,14488
419,9708
420,12564
421,9388
422,9258
423,29987
424,14287
425,10149
426,12373
427,12163
428,11863
429,14347
430,12113
431,9759
432,11772
433,11863
434,12934
435,9568
436,22763
437,14688
438,9648
439,12584
440,14448
441,12404
442,12463
443,13135
444,9528
445,22824
446,14347
447,13205
448,12324
449,12434
450,13936
451,9679
452,23324
453,10811
454,9798
455,9278
456,23575
457,14417
458,10089
459,12925
460,12173
461,14678
462,12304
463,11872
464,13887
465,11912
466,12655
467,12824
468,12113
469,9388
470,12183
471,12404
472,10550
473,9348
474,25919
475,16652
476,13055
477,12463
478,9699
479,13465
480,12234
481,9388
482,23384
483,14929
484,9798
485,12073
486,12755
487,12203
488,13185
489,11462
490,22633
491,14758
492,10019
493,10600
494,23725
495,14558
496,13556
497,13596
498,13145
499,12023
500,13015
501,11902
502,12504
503,9408
504,10710
505,22223
506,10981
507,9899
508,12473
509,12424
510,12053
511,11993
512,8576
513,9568
514,9709
515,10981
516,22372
517,15259
518,12274
519,12173
520,11993
521,12544
522,12954
523,12544
524,13175
525,12474
526,13646
527,9769
528,12203
529,12744
530,5992
531,12373
532,9719
533,12233
534,12734
535,12675
536,12303
537,13516
538,11702
539,12304
540,11952
541,12384
542,11973
543,12193
544,12043
545,12213
546,9418
547,9528
548,11141
549,23033
550,15209
551,12304
552,9578
553,12183
554,12003
555,12173
556,12324
557,9748
558,12825
559,12263
560,13135
561,9568
562,22994
563,10851
564,12674
565,9688
566,12374
567,12945
568,12183
569,13305
570,13366
571,12243
572,9378
573,22613
574,14387
575,18335
576,12254
577,12704
578,12133
579,13085
580,13706
581,11923
582,9448
583,22623
584,14237
585,13285
586,12524
587,12293
588,19648
589,12974
590,13226
591,9718
592,14598
593,10019
594,9638
595,23144
596,11051
597,10029
598,23504
599,14678
600,13376
601,14047
602,10279
603,10119
604,22602
605,14968
606,13556
607,13145
608,10179
609,13756
610,12635
611,9989
612,10590
613,21781
614,10911
615,14377
616,12805
617,12053
618,12814
619,12504
620,12644
621,9819
622,22713
623,14608
624,12834
625,9989
626,13215
627,10230
628,21911
629,10970
630,9849
631,23655
632,15470
633,13606
634,13044
635,12705
636,12674
637,9989
638,12564
639,10019
640,22152
641,15189
642,13856
643,10150
644,10961
645,22031
646,14637
647,12925
648,10280
649,10049
650,22553
651,14307
652,12684
653,10220
654,13545
655,15440
656,10931
657,12413
658,9779
659,22503
660,15149
661,12904
662,13025
663,13425
664,13295
665,11151
666,13897
667,10309
668,21782
669,14417
670,13015
671,10310
672,10309
673,21772
674,15189
675,13044
676,15169
677,13867
678,12463
679,12974
680,9849
681,14237
682,13756
683,12634
684,12875
685,9909
686,23044
687,14117
688,12614
689,13345
690,9889
691,9819
692,21961
693,14388
694,9989
695,12243
696,9879
697,11121
698,22152
699,10811
700,13816
701,9969
702,9739
703,22312
704,10841
705,13355
706,12454
707,10039
708,23254
709,10940
710,13145
711,12945
712,12223
713,12705
714,13455
715,12434
716,12764
717,12744
718,15109
719,13456
720,13095
721,13205
722,12434
723,10109
724,12965
725,12584
726,10349
727,10721
728,9658
729,23515
730,14297
731,16992
732,12755
733,12403
734,9929
735,25258
736,16812
737,16933
738,12534
739,13245
740,14457
741,12504
742,12233
743,12564
744,13566
745,13506
746,12885
747,12433
748,12243
749,13726
750,449445476
751,37290
752,6752
753,8226
754,7244
755,3777
756,3637
757,3457
758,3506
759,6914
760,6802
761,3697
762,3607
763,7103
764,7364
765,14017
766,5781
767,3507
768,7293
769,3927
770,6713
771,3717
772,6412
773,3617
774,3507
775,3547
776,6602
777,6543
778,3927
779,6893
780,6413
781,6762
782,6783
783,6252
784,6984
785,6763
786,3787
787,6422
788,6523
789,6823
790,3616
791,5932
792,6833
793,6803
794,6642
795,3667
796,3467
