0,45467
1,5811
2,11762
3,10470
4,28885
5,11311
6,8847
7,9188
8,12544
9,9478
10,9097
11,9638
12,10771
13,17954
14,9318
15,8857
16,9518
17,10390
18,7574
19,9639
20,11942
21,10380
22,9849
23,10109
24,9859
25,9398
26,9558
27,11452
28,14658
29,9077
30,10520
31,8787
32,8967
33,8957
34,8677
35,9638
36,9739
37,7905
38,13335
39,8306
40,7534
41,11131
42,7635
43,7645
44,8255
45,8547
46,8876
47,8977
48,9157
49,9338
50,8396
51,7484
52,7314
53,9648
54,7193
55,7164
56,7735
57,7173
58,9579
59,7324
60,6913
61,8937
62,9418
63,7654
64,7685
65,7063
66,9018
67,8005
68,9859
69,9979
70,8746
71,8647
72,9959
73,9778
74,7795
75,8226
76,7584
77,8737
78,8015
79,7725
80,8196
81,10690
82,9538
83,7094
84,9468
85,7394
86,8967
87,7625
88,8185
89,7785
90,7224
91,8546
92,9037
93,8957
94,9298
95,9168
96,7604
97,8256
98,9438
99,8195
100,9288
101,7024
102,6953
103,9277
104,8295
105,7545
106,8065
107,8767
108,7394
109,7224
110,9578
111,7214
112,7825
113,9037
114,7043
115,7294
116,7865
117,7885
118,7164
119,8747
120,10269
121,9428
122,7094
123,18355
124,8005
125,9658
126,7084
127,7063
128,8777
129,7945
130,8025
131,9067
132,9588
133,7174
134,8656
135,7605
136,7444
137,9578
138,7314
139,7154
140,8636
141,7615
142,7464
143,30959
144,11652
145,7204
146,8767
147,9027
148,8606
149,7234
150,9538
151,9047
152,7294
153,9078
154,7173
155,8376
156,7274
157,9418
158,7514
159,7625
160,7665
161,7794
162,7745
163,9508
164,8426
165,7515
166,7284
167,8556
168,7765
169,9628
170,8095
171,9588
172,7234
173,7143
174,7144
175,7083
176,7214
177,9578
178,7505
179,7664
180,7805
181,9328
182,7434
183,24437
184,11231
185,23174
186,9037
187,8326
188,10119
189,17182
190,12234
191,30768
192,7985
193,9428
194,7254
195,7454
196,7014
197,7274
198,6883
199,7063
200,7194
201,7504
202,7094
203,9688
204,7515
205,7504
206,7294
207,8135
208,9288
209,7434
210,9108
211,7484
212,7524
213,8005
214,8006
215,9147
216,9117
217,7854
218,6923
219,6933
220,11321
221,8255
222,7484
223,9337
224,7575
225,7855
226,9237
227,7885
228,7414
229,7694
230,7635
231,9448
232,8175
233,7174
234,9017
235,8376
236,8887
237,9268
238,7524
239,9017
240,8416
241,7254
242,7364
243,8937
244,7895
245,7384
246,7324
247,7515
248,8766
249,8066
250,8646
251,7304
252,7645
253,8676
254,7705
255,8236
256,8837
257,9087
258,7514
259,8847
260,8176
261,8145
262,8687
263,8356
264,7534
265,7404
266,9057
267,9208
268,7374
269,8727
270,7554
271,8586
272,8376
273,9308
274,7715
275,9207
276,8727
277,7334
278,7745
279,8676
280,7254
281,7655
282,7775
283,7143
284,8056
285,9137
286,9719
287,9007
288,7384
289,8025
290,8977
291,9388
292,7134
293,7083
294,8266
295,8436
296,9037
297,7825
298,8567
299,9107
300,7474
301,7334
302,9709
303,8015
304,7655
305,7414
306,8626
307,9127
308,15339
309,7845
310,9398
311,9638
312,9228
313,7594
314,8055
315,8426
316,7615
317,7574
318,7825
319,7695
320,7835
321,7444
322,9208
323,8606
324,7705
325,7594
326,7344
327,7976
328,7624
329,7595
330,7113
331,7735
332,7204
333,8275
334,7224
335,7204
336,7715
337,7614
338,8256
339,6993
340,8015
341,9367
342,4589
343,7595
344,7945
345,8165
346,7675
347,7384
348,7414
349,8697
350,581
351,8035
352,8937
353,7625
354,8306
355,7554
356,140
357,7134
358,7364
359,7895
360,12504
361,8185
362,7223
363,7685
364,8156
365,7113
366,8787
367,8736
368,11301
369,11382
370,8696
371,10019
372,9398
373,8326
374,8486
375,12674
376,9447
377,13034
378,8997
379,7524
380,8346
381,10009
382,9979
383,14137
384,8005
385,6873
386,9919
387,9889
